titulo,precio,Rating,plataformas,categoria,genero,link,img
Dark Age of Camelot,85,9,PC,"Este juego de rol multijugador masivo quiere superar en todos los aspectos a Asheron's Call, Ultima Online y EverQuest. Ambición no les falta a sus desarrolladores.","RPG
multijugador_masivo_online",/meristation/juegos/dark_age_of_camelot/,//as01.epimg.net/t.gif
Europa Universalis,75,9,PC,"Europa Universalis sorprende por su compleja inteligencia artificial, su fidelidad histórica y su increíble extensión.",Estrategia,/meristation/juegos/europa_universalis/,//as01.epimg.net/t.gif
Necronomicon: El Alba de las Tinieblas,67,0,PC,"Necronomicon: El Alba de las tinieblas es una aventura gráfica que explota la tecnología utilizada en otros juegos de la firma Index+, para que el jugador se adentre en un mundo tridimensional, para descubrir el misterio de la nigromancia y el retorno a la vida.",Aventura gráfica,/meristation/juegos/necronomicon_el_alba_de_las_tinieblas/,//as01.epimg.net/t.gif
Pro Race Driver,46,8,"XBX
PS2",Codemasters introduce en esta nueva entrega de la saga TOCA una historia con personajes que se relacionan dentro y fuera de los circuitos.,Conducción,/meristation/juegos/pro_race_driver/,//as01.epimg.net/t.gif
Pro Race Driver,3,6,PC,Codemasters introduce en esta nueva entrega de la saga TOCA una historia con personajes que se relacionan dentro y fuera de los circuitos.,Conducción,/meristation/juegos/pro_race_driver/,//as01.epimg.net/t.gif
Legacy of Kain: Soul Reaver 2,22,5,PC,"Tras derrotar a Kain, Raziel cae en una era totalmente distinta, mucho antes de ir al infierno por la envidia de su mentor. Desde allí, la criatura se percata del genocidio sufren todos los habitantes y de la pésima condición de vida que sufren sus ancestros ante la opresión de los Pilares, la clase dominante de ese universo.",Acción,/meristation/juegos/legacy_of_kain_soul_reaver_2/,//as01.epimg.net/t.gif
Nightmare Creatures,71,6,PC,"No exactamente, Kalisto nos vuelve a sorprender con otra de sus creaciones después de los tan sonados Dark Earth y Ultimate Race Pro para PC. En esta ocasión los chicos de Kalisto Technologies han querido hacernos sentir el miedo delante del ordenador.","Acción
arcade",/meristation/juegos/nightmare_creatures/,//as01.epimg.net/t.gif
Sensible Soccer 98,79,4,PC,"Desde siempre, la serie Sensible se había desmarcado por un estilo propio, a la hora de hacer juegos de fútbol, vista única, siempre cenital, jugadores minúsculos, gran velocidad en el juego y sobretodo elevada jugabilidad, siempre antepuesta a cualquier mejora gráfica. En esta edición del 98 por fin se ve una mejora gráfica.",Deportes,/meristation/juegos/sensible_soccer_98/,//as01.epimg.net/t.gif
Xenocracy,68,4,PC,"Año 10.600, Xenocracy es un juego de combate espacial, al estilo Wing Commander, que tiene lugar en un futuro lejano. Estás al frente de un escuadrón de élite de pilotos de naves espaciales, como comandante o, como se le llama en el juego: ""ala dorada"". Esta élite pertenece a la O.N.P.U. que es algo así como la O.N.U de hoy en día.",Simulación,/meristation/juegos/xenocracy/,//as01.epimg.net/t.gif
Queen : The Eye,27,7,PC,"En Un futuro apocalíptico dominado por ""el ojo"", toda forma de creatividad ha sido suprimida, y esa es tu misión como agente del gobierno. Hasta que descubres una de estas formas: La musica. Eres arrestado y condenado a muerte por traición. Ahora debes acabar con el malvado dominio del Ojo, en este arcade con amplias influencias del grupo ""Queen"".","Acción
arcade",/meristation/juegos/queen_the_eye/,//as01.epimg.net/t.gif
Quake II: The Reckoning,45,7,PC,The Reckoning es uno de los dos discos de misiones oficiales que aparecieron para Quake 2. En el encontraremos nuevas armas enemigos y niveles para los fanaticos de este ya mítico arcade.,"Acción
arcade",/meristation/juegos/quake_ii_the_reckoning/,//as01.epimg.net/t.gif
Myth II: Soulblighter,5,4,PC,"Bienvenido a Myth II: Soulblighter, un juego de estrategia que tiene como escenario un mundo trimdimensional de alianzas peligrosas y antiguos poderes malignos, y donde todos los seres tiemblan ante la cólera de Soulblighter, el más astuto y cruel de los Señores del mal.",Estrategia,/meristation/juegos/myth_ii_soulblighter/,//as01.epimg.net/t.gif
Music 2000,43,2,PC,"Ya seas un DJ famoso o sólo estes empezando, Music 2000 es todo lo que necesitas para crear temas increíbles en cuestion de minutos. Es sencillo. Es impresionante. Crea tus canciones bloque a bloque. Perfecciona tus sonidos con una amplia gama de efectos. Graba tus propios sonidos, muestras y voces.",Simulación,/meristation/juegos/music_2000/,//as01.epimg.net/t.gif
Arcanum: Of Steamworks & Magick Obscura,71,5,PC,"Ambientado en un mundo fantástico y con una mezcla de estrategia y rol podremos ver como conviven la magia y la tecnología. Con ciudades, cavernas, poblados para explorar. Encuentros con 300 personajes distintos y 280 monstruos con los cuales enfrentarte. Con un estilo similar al Baldur's Gate.",RPG,/meristation/juegos/arcanum_of_steamworks_and_magick_obscura/,//as01.epimg.net/t.gif
Moto Racer 2,74,0,PC,"Segunda parte del increible simulador de motos de Delphine Software, aun con mejores gráficos y modos de juego que nos permitirán manejar motos de cross y de competición.",Conducción,/meristation/juegos/moto_racer_2_game/,//as01.epimg.net/t.gif
Motocross Madness,88,0,PC,"Motocross Madness es un juego de competición de carreras y acrobacias que transmite el espíritu de osadía de las carreras de supercross de categoría especial. Con Motocross Madness, los jugadores controlan la moto y al corredor independientemente, lo que da un control superior y una sensación de juego más realista.",Conducción,/meristation/juegos/motocross_madness/,//as01.epimg.net/t.gif
Motocross Madness 2,20,5,PC,"Arrasa con las vallas y con tus contrincantes en la espectacular segunda parte de Motocross Madness. Ahora con toda la emoción de la primera versión y nuevos gráficos chispeantes, competiciones más duras, más motos oficiales y todo tipo de nuevas acrobacias. Súbete a la moto y haz aún más locuras con Motocross Madness 2.",Conducción,/meristation/juegos/motocross_madness_2/,//as01.epimg.net/t.gif
Mortyr,81,6,PC,"La historia de Mortyr empieza en el año 2093. Los nazis ganaron la Segunda Guerra Mundial en 1944, tras una serie de aplastantes victorias contra los Aliados. A partir de ese año, cada vez fueron sucediendo con más frecuencia desastres climáticos y gravitatorios.","Acción
arcade",/meristation/juegos/mortyr/,//as01.epimg.net/t.gif
"Mortadelo y Filemón: Terror, Espanto y Pavor",92,10,PC,"Esta vez, para subsanar los efectos secundarios de una cura de adelgazamiento testeada en Ofelia, la rolliza y corpulenta secretaria del Superintendente Vicente, los dos agentes deben obtener muestras de ADN de dinosaurio.",Aventura gráfica,/meristation/juegos/mortadelo_y_filemon_terror_espanto_y_pavor/,//as01.epimg.net/t.gif
Morpheus,43,3,PC,"Aventura gráfica en 3D con un guión de estilo cinematográfico en la que interpretas a Mathew Holmes, un explorador decidido a hallar la verdad sobre la desaparición de su padre hace 25 años. Durante tu búsqueda te verás atrapado por los misterios del Herculiana, un fantasmagórico barco atrapado en el hielo.",Aventura gráfica,/meristation/juegos/morpheus/,//as01.epimg.net/t.gif
The Moon Project,9,8,PC,En The Moon Project tendrás que emplearte a fondo para desvelar los intrigantes misterios que se esconden a lo largo de 3 amplias campañas con más de 30 misiones que cumplir. El motor gráfico 3D permite un impresionante aspecto visual que incluye efectos atmosféricos y climatológicos que influirán en cada combate.,Estrategia,/meristation/juegos/the_moon_project/,//as01.epimg.net/t.gif
Monster Truck Madness 2,25,3,PC,"Súbete en las cabinas de 19 Monster Trucks y prepárate para la carrera más alocada que jamás hayas visto. Perfecciona tu técnica al volante, desafía a tus colegas a simulaciones de 2 ó 4 jugadores.",Conducción,/meristation/juegos/monster_truck_madness_2/,//as01.epimg.net/t.gif
M.I.A.: Missing in Action,64,0,PC,"M.I.A. está ambientado en la guerra del Vietnam. Asumimos el papel del Capitán John Mann, piloto de helicópteros. El juego sigue su carrera militar y sus proezas o fracasos, en función de nuestras habilidades. Dispondremos de cuatro helicópteros, con diferentes armas, diferente velocidad y diferente maniobrabilidad.","Acción
arcade",/meristation/juegos/mia_missing_in_action/,//as01.epimg.net/t.gif
Millenium Racer,52,2,PC,"Enfréntate a mercenarios de la realidad cibernética para llegar a ser el más rápido y famoso corredor de la red. Vehículos futuristas y personajes con animaciones fluidas. Universo multidimensional: compite en diferentes alturas, evita peligros y aprovecha cualquier oportunidad.",Conducción,/meristation/juegos/millenium_racer/,//as01.epimg.net/t.gif
Z: Steel Soldiers,23,2,PC,"Z: Steel Soldiers es la continuación del juego Z de los ""Bitmap Brothers"", ahora la acción se desarrolla en un mundo en 3D, simulando una guerra en tiempo real.",Estrategia,/meristation/juegos/z_steel_soldiers/,//as01.epimg.net/t.gif
Might And Magic VII: For Blood And Honor,69,6,PC,"Lord Markham ha convocado un concurso y ofrece como premio la tierra de Harmondale, pero Lord Markham esconde algo tras este desinteresado regalo...",RPG,/meristation/juegos/might_and_magic_vii_for_blood_and_honor/,//as01.epimg.net/t.gif
MIG 29 Fulcrum,49,5,PC,Simulador de vuelo inspirado en el poderoso caza soviético Mig 29.,Simulación,/meristation/juegos/mig_29_fulcrum/,//as01.epimg.net/t.gif
Maximum Billar,100,5,PC,"Consigue la victoria con Maximun Billar, una colección de ocho juegos clásicos de billar. Movimientos reales, gráficos detallados y una interfaz intuitiva transformarán tu ordenador en una sala de billar virtual. Con el sistema de ayuda terminarás jugando como un profesional, tanto en casa como en las salas reales.",Deportes,/meristation/juegos/maximum_billar/,//as01.epimg.net/t.gif
Dave Mirra: Free Style BMX,24,1,DC,"Tras el pletórico paso de Tony Hawk's por la gran D de Sega, Acclaim nos brinda la posibilidad de seguir disfrutando de los deportes extremos. Y de qué manera! Nada menos que apadrinados por el 10 veces campeón del mundo de la especialidad: Dave Mirra.",Deportes,/meristation/juegos/dave_mirra_free_style_bmx/,//as01.epimg.net/t.gif
Ducati World,60,6,DC,"Se nos presenta una de las pocas opciones de disfrutar de las motos en nuestra DC. La marca Ducati lo apadrina, Acclaim lo lleva a cabo, pero los resultados no son los esperados....",Deportes,/meristation/juegos/ducati_world/,//as01.epimg.net/img/meristation/placeholder-cover.png
Dragon's Blood,35,10,DC,"Básicamente este es un juego de acción con unas pinceladas de aventura y unas dosis de rpg. Un juego muy bien ambientado que te mete en la historia rápidamente, concretamente desde su introducción, breve pero intensa, generada totalmente en 3D en tiempo real.","Acción
arcade",/meristation/juegos/dragons_blood/,//as01.epimg.net/t.gif
Disney's Dinosaur,17,2,DC,Los Dinosaurios de la Disney también se han querido dar un garbeo por Dreamcast y dejar impresa su huela en un título que a buen seguro agradará a los más peques de la familia y que claramente es la mejor de las versiones del juego que han salido a mercado.,"Acción
Aventura",/meristation/juegos/disneys_dinosaur/,//as01.epimg.net/t.gif
Tenchu III: La Ira del Cielo,67,0,PS2,"Tenchu es una saga en la que tenemos el control de un personaje ninja que debe avanzar a través de lugares estrechamente vigilados. Debido a la imposibilidad de sobrevivir a un combate masivo, se hace especial hicapié en que se utilize el sigilo y la sorpresa para evitar o asesinar a los guardias sin llamar demasiado la atención.","Acción
Aventura",/meristation/juegos/tenchu_iii_la_ira_del_cielo/,//as01.epimg.net/t.gif
Thief 2: The Metal Age,14,1,PC,"En la segunda entrega de las aventuras de Garrett, el ladrón se enfrenta ahora a los mechanists.",Acción,/meristation/juegos/thief_2_the_metal_age/,//as01.epimg.net/t.gif
Dino Crisis,44,5,DC,"Juego de dinosaurios en la línea de ""Resident Evil"". Conversión exacta del juego de Playstation solo que con mejores gráficos.","Acción
Aventura",/meristation/juegos/dino_crisis/,//as01.epimg.net/t.gif
PC Atletismo 2000 Exteded Edition,71,10,PC,"La Extensión de PC Atletismo 2000 incorpora nuevas opciones (grabación y edición de pruebas, photofinish para finales de infarto, posibilidad de jugar con un gamepad), deportes (natación, tiro y halterofilia) y 8 nuevos estadios con los que disfrutarás enfrentándote a nuevos retos.",Deportes,/meristation/juegos/pc_atletismo_2000_exteded_edition/,//as01.epimg.net/t.gif
PC Atletismo 2000,74,2,PC,Entra de lleno en el mundo del atletismo participando en los campeonatos más disputados del planeta en busca de la medalla de oro. Descubre secretos de la vida de un atleta profesional con el manager de entrenamiento. Hasta 8 jugadores en red y 2 jugadores en un mismo ordenador.,Deportes,/meristation/juegos/pc_atletismo_2000/,//as01.epimg.net/t.gif
PC Futbol 2001,99,7,PC,"PCFÚTBOL recibe el siglo con las novedades que esperabas y que hacen de él sin ningun tipo de duda el mejor manager-simulador del Fútbol de todos los tiempos. Años de exito avalan a este titulo que sin duda una vez mas, se convertirá en un superventas, porque desde luego... calidad le sobra.",Deportes,/meristation/juegos/pc_futbol_2001/,//as01.epimg.net/t.gif
PC Futbol 2000: Seleccion Española Eurocopa 2000,41,10,PC,"Disfruta en casa de toda la emoción de la Eurocopa 2000. PC Fútbol Selección Española Europa 2000 consta de 2 CD-ROMs, uno conteniendo el simulador-manager más conocido en España y otro con la historia de la Selección Española de Fútbol.",Deportes,/meristation/juegos/pc_futbol_2000_seleccion_espanola_eurocopa_2000/,//as01.epimg.net/t.gif
PC Futbol 2000 Extension,100,5,PC,"La Extensión de PC Fútbol 2000 actualiza la base de datos con todas las estrellas de la Liga 2000/2001, optimizando el programa en múltiples aspectos, incluyendo un editor de equipamiento y los equipos de la Liga Argentina.",Deportes,/meristation/juegos/pc_futbol_2000_extension/,//as01.epimg.net/t.gif
PC Futbol 2000,27,5,PC,"Enj esta nueva versión del manager de futbol por excelencia. Dinamic ha renovado por completo simulador y manager, dándole a todo un aspecto más acorde con los tiempos que corren.",Deportes,/meristation/juegos/pc_futbol_2000/,//as01.epimg.net/t.gif
Paris 1313,59,0,PC,"París, año de gracia de 1313. En el atrio de Notre-Dame, la fiesta está en su punto álgido. Adam, un joven e ingenioso orfebre al servicio del rey, desaparece misteriosamente. ¿Quién desea su desaparición y por qué? ¿En qué secreta invención estaba trabajando?.",Aventura gráfica,/meristation/juegos/paris_1313/,//as01.epimg.net/t.gif
Panzer Elite,4,9,PC,"Si alguna vez quisiste saber lo que era manejar un tanque de verdad, estas de enhorabuena, porque Panzer Elite es lo más parecido a la realidad que vas a encontrar.",Simulación,/meristation/juegos/panzer_elite/,//as01.epimg.net/t.gif
Pandora's Box,33,4,PC,"De la mano del creador de Tetris, llega esta nueva manera de rompernos el coco, de la manera más divertida y adictiva.",Puzle,/meristation/juegos/pandoras_box/,//as01.epimg.net/t.gif
World War II Online,100,5,PC,"Este título permite al jugador formar parte del conflicto bélico más importante de la historia de la humanidad encarnando el papel de un soldado que puede ser creado a partir de cientos de parámetros. Una vez hecho esto, podremos combatir en un gran numero de frentes por todo el mundo contra miles de jugadores.",Simulación,/meristation/juegos/world_war_ii_online/,//as01.epimg.net/t.gif
Official F1 Racing,77,0,PC,"Toda la emoción de vivir los Campeonatos de F1 en tu ordenador.Cuenta con las licencias oficiales de la Federación Internacional de Automovilismo.Dispone de un gran número de circuitos oficiales:Melbourne, Imola, Cataluña, Spa, Monza,...Todos los equipos, conductores y circuitos de la temporada 2000.",Conducción,/meristation/juegos/official_f1_racing/,//as01.epimg.net/t.gif
"Odisea, La Búsqueda de Ulises",44,10,PC,"Odisea es una nueva aventura educative de Cryo, que nos traslada a la Grecia Clásica, para vivir las aventuras del héroe de La Odisea de Homero, Ulises.",Aventura gráfica,/meristation/juegos/odisea_la_busqueda_de_ulises/,//as01.epimg.net/t.gif
The Nomad Soul,58,1,PC,Una aventura épica con un realismo y una profundidad sin precedentes.­-Un verdadero juego de aventuras en el que se incluyen combates con armas y lucha cuerpo a cuerpo.Un concepto único de reencarnación virtual.­Banda sonora original de David Bowie y Reeves Gabrels.­,Aventura gráfica,/meristation/juegos/the_nomad_soul/,//as01.epimg.net/t.gif
NHL 2000,26,1,PC,NHL 2000 incluye un nuevo modo arcade: una frecuencia de imagen mucho mayor y más formas de anotar.Modo New Dinasty:lleva a un equipo desde lo más bajo de la Stanley Cup. Nuevo modo pase Simple/Disparo. Todos los equipos.Todas las estadísticas y jugadores de las temporada 98/99.,Deportes,/meristation/juegos/nhl_2000/,//as01.epimg.net/t.gif
NHL '99,65,2,PC,NHL 99 es un paso más en el que probablemente es el mejor de los títulos deportivos que se publican en PC y ofrece un buen número de mejoras respecto a la anterior versión.,Deportes,/meristation/juegos/nhl_99/,//as01.epimg.net/t.gif
Virtua Cop 2,67,6,PC,Muy pocos juegos de este estilo podemos disfrutar en un PC y de los pocos que existen no hay ninguno que convenza por su calidad. Sega Lanzo en su momento esta conversion de la recreativa Virtua Cop 2 para tratar de remediarlo.,"Acción
arcade",/meristation/juegos/virtua_cop_2/,//as01.epimg.net/t.gif
PCBasket 6.0,53,0,PC,"Los juegós de la serie ""PC Algo"" de Dinamic Multimedia siempre suelen venir cargados de polémica: Los hay que lo defienden como un producto nacional de gran calidad, mientras que otros lo califican como producto mediocre. Ahora nos encontramos ante la edición 6.0 de PcBasket, el simulador de Baloncesto.",Deportes,/meristation/juegos/pcbasket_60/,//as01.epimg.net/t.gif
PCFútbol Selección Española,34,0,PC,"Aprovechando el filón del Mundial de Francia 1998, Dinamic vuelve con un título compuesto por 2 CD-ROM. El 1º CD es una adaptación del famoso PC-Fútbol al mundial del 98, mientras que el 2º CD es un interactivo sobre la historia de la selección española.",Deportes,/meristation/juegos/pcfutbol_seleccion_espanola/,//as01.epimg.net/t.gif
Toon Car,53,8,PC,"?Tooncar? es un juego de carreras de mini-coches programado por la empresa española Revistronic. Contiene numerosos modos de juego, donde puedes correr o competir en pruebas de habilidad, jugando tú solo o con tus amigos en pantalla partida (hasta 4 jugadores) o en red local e Internet.",Conducción,/meristation/juegos/toon_car/,//as01.epimg.net/t.gif
Need For Speed V : Porsche 2000,98,3,PC,"En el mundo de los automóviles, el nombre de Porsche es sinónimo de elegancia, potencia y prestigio. Ahora, con Need for Speed: Porsche 2000, puedes experimentar todas las prestaciones que han convertido a esta marca en la más famosa y fiable del planeta.",Conducción,/meristation/juegos/need_for_speed_v_porsche_2000/,//as01.epimg.net/t.gif
Need For Speed III : Hot Pursuit,49,7,PC,"Esta nueva entrega de NFS trae aún más diversión, con la posibilidad de manejar el coche de la policia, para dar caza a los infractores de velocidad",Conducción,/meristation/juegos/need_for_speed_iii_hot_pursuit/,//as01.epimg.net/t.gif
NBA Live 2000,7,3,PC,"NBA Live vuelve mejor que nunca. Experimenta la emición de jugar un ""one on one"" contra Michael Jordan, o de disputar un partido contra las grandes leyendas de la NBA desde los setenta.",Deportes,/meristation/juegos/nba_live_2000/,//as01.epimg.net/t.gif
NBA Live '99,53,3,PC,"Experimenta la NBA en directo:Las emociones y personalidades de los jugadores en la cancha:celebraciones de jugadas espectaculares.Nuevas animaciones y movimientos de dribbling, ganchos, reversos, mates, etc.",Deportes,/meristation/juegos/nba_live_99/,//as01.epimg.net/t.gif
NBA Inside Drive 2000,93,1,PC,"El más intenso y excitante baloncesto que jamás hayas jugado. Aquí encontrarás toda la velocidad, potencia y energía de la NBA, pero con una diferencia fundamental: no serás un mero espectador.",Deportes,/meristation/juegos/nba_inside_drive_2000/,//as01.epimg.net/t.gif
Tom Clancy's Rainbow Six: Rogue Spear,97,8,PC,Esta versión del emocionante clásico es la peor pesadilla que un equipo antiterrorista podría imaginar:el terrorismo se lanza a la calle amenazando al ciudadano de a pie.La organización Rainbow deberá actuar en público por lo que su secretismo será amenazado.,"Acción
tactico",/meristation/juegos/tom_clancys_rainbow_six_rogue_spear/,//as01.epimg.net/img/meristation/placeholder-cover.png
Tom Clancy's Rainbow Six,44,4,PC,"El comando de élite antiterrorista mejor preparado del mundo te está esperando. Planifica la estrategia con detalle: escoge a tu equipo, escoge el mejor mantenimiento, realiza la mejor estrategia sobre el plano y aplícala sobre el terreno en la fase de acción.","Acción
tactico",/meristation/juegos/tom_clancys_rainbow_six/,//as01.epimg.net/t.gif
Quake II: Ground Zero,44,2,PC,"Quake II Mission Pack: GroundZero es un grupo de cinco grupos de nuevos niveles para Quake II, para todos aquellos a los que se nos ha acabado el juego y queremos segir jugando con él con garantías reales de calidad y no usar niveles 'cutrosos' de los publicados en Internet.",Acción,/meristation/juegos/quake_ii_ground_zero/,//as01.epimg.net/t.gif
Excitebike 64,97,7,N64,Juego de carreras de motocross basado en el popular juego de NES.,"Conducción
arcade",/meristation/juegos/excitebike_64/,//as01.epimg.net/t.gif
Pro Pinball: Fantastic Journey,50,7,PC,"En la última simulación de la serie Pro Pinball vivirás un viaje hacia atrás en el tiempo al mundo del excéntrico profesor Steam y sus extraordinarias invenciones. Esta vez, tendrás que utilizar tu habilidad con los mandos para recorrer un túnel que te llevará hasta el centro de la Tierra.","Acción
arcade",/meristation/juegos/pro_pinball_fantastic_journey/,//as01.epimg.net/t.gif
Pro Pilot'99,90,0,PC,"Desde la primera lección, hasta tu primer vuelo en solitario, Sierra Pro Pilot es el simulador de vuelo técnicamente más preciso y realista existente para PC.¡Un desafío para tu habilidad!",Simulación,/meristation/juegos/pro_pilot99/,//as01.epimg.net/t.gif
Prince Of Persia 3D,68,9,PC,"Fiel a las series originales, Prince of Persia 3D combina el combate rápido de un juego de lucha con la profundidad y los obstáculos de una aventura atemporal. Su sorprendente animación y avanzada tecnología 3D devuelvel al príncipe al lugar que le corresponde entre los legendarios personajes de la historia de los juegos.",Plataformas,/meristation/juegos/prince_of_persia_3d/,//as01.epimg.net/t.gif
Primera División Stars 2001,27,10,PC,"Ofreciendo la mejor y más interesante liga del mundo, Primera División Stars 2001 permite a los jugadores experimentar la acción más trepidante de la Primera División española desde el comienzo de la temporada 2000/2001. Sea la pasión de un derby local o el nerviosismo de una final de liga decisoria, Primera División Stars 2001 lo tiene todo.",Deportes,/meristation/juegos/primera_division_stars_2001/,//as01.epimg.net/t.gif
Power Slide,10,3,PC,"La carrera más competitiva que jamás hayas visto en tu PC. Una aplicación super realista de las leyes de la física. 8 pistas asfaltadas y sin asfaltar llenas de peligro, más 4 pistas extras. Saltos mortales, volteretas caídas, vueltas en espiral y rizos de peligro mortal. Una inteligencia artificial que simula la perfidia humana.",Conducción,/meristation/juegos/power_slide/,//as01.epimg.net/t.gif
Monster Guardians,21,7,GBA,Un curioso RPG con vistas isométricas y 142 tipos de monstruos distintos para coleccionar es la apuesta de Konami en esta épica aventura.,RPG,/meristation/juegos/monster_guardians/,//as01.epimg.net/t.gif
Pizza Syndicate,35,0,PC,"Organiza. construye y administra tu cadena de pizzerias, e incluso diseña tus propias pizzas!!!!... El mundo de la pizza no tendrá secretos para ti, después de jugar a Pizza Syndicate.",Estrategia,/meristation/juegos/pizza_syndicate/,//as01.epimg.net/t.gif
Kuru Kuru Kururin,67,7,GBA,"Conducir un ""palito"" que no para de rotar a través de un laberinto, dortear enemigos, usar power-ups y tener una paciencia a prueba de bombas. Es todo lo que te ofrece KuruKuru Kururin, y no es poco...",Puzle,/meristation/juegos/kuru_kuru_kururin/,//as01.epimg.net/t.gif
Pizza Conection 2,15,3,PC,"Pizza connection 2 te pone al frente de la construcción de tu propio imperio pizzero. La manera en que elijas la ubicación, el mobiliario, el personal y la composición del menú significará la diferencia entre el éxito o la bancarrota. Pizza Connection 2 combina lo mejor de diversos géneros.",Estrategia,/meristation/juegos/pizza_conection_2/,//as01.epimg.net/t.gif
Super Dodgeball Advance,25,5,GBA,Un emocionante campeonato está a punto de empezar en la nueva portátil de Nintendo. ¿Te vienes al patio a darle balonazos al equipo contrario?,Deportes,/meristation/juegos/super_dodgeball_advance/,//as01.epimg.net/t.gif
Lego Island 2: The Brickster's Revenge,55,2,PC,Lego Island 2 es la continuación de la aventura del repartidor de pizzas Pepper. A través de la Isla intentará atrapar al malvado Brickster. Un total de 18 minijuegos amenizarán este título.,Aventura gráfica,/meristation/juegos/lego_island_2_the_bricksters_revenge/,//as01.epimg.net/t.gif
Star Wars: Pit Droids,49,10,PC,"Pit Droids es el juego de rompecabezas de Star Wars: Episodio I, desafiante, irresistible y rápido. El arisco chatarrero Watto reta a los jugadores a enfrentarse a más de 300 rompecabezas en 6 entornos asombrosamente realistas de Tatooine, incluyendo la tienda de Watto, el desierto abierto, un hangar de vainas de carreras, etc...",Puzle,/meristation/juegos/star_wars_pit_droids/,//as01.epimg.net/t.gif
Breath of Fire,95,10,GBA,"El género del RPG es difícil de entenderlo sin tener en cuenta esta saga que lleva muchos años trayendo de cabeza sobre todo a los japoneses, ya que es una de las series de videojuegos más populares en el país nipón.",RPG,/meristation/juegos/breath_of_fire/,//as01.epimg.net/t.gif
Philip Marlowe: Private Eye,85,0,PC,"Philip Marlowe es una aventura gráfica basada en el personaje de Raymond Chandler, que toma la novela ""The Little Sister"" como inspiración para el desarrollo del juego.",Aventura gráfica,/meristation/juegos/philip_marlowe_private_eye/,//as01.epimg.net/t.gif
Bomberman Tournament,16,6,GBA,"Los amantes de la figura más emblemática de Hudson Soft, Bomberman, está de enhorabuena. El zagalo pirómano vuelve a la escena consolera gracias a Game Boy Advance y su que ni pintada capacidad para recrear entornos en 2D.",Acción,/meristation/juegos/bomberman_tournament/,//as01.epimg.net/t.gif
Tactics Ogre: The Knight of Lodis,36,8,GBA,"Batallas por doquier, pueblos sumidos en una opresión tiránica y unos gráficos de aupa, en la última entrega de la conocida saga de Quest que mezcla de ROL con estrategia.",Estrategia,/meristation/juegos/tactics_ogre_the_knight_of_lodis/,//as01.epimg.net/t.gif
Perfect Grand Prix 2: Track Pack & Game Editor,33,2,PC,"Si no puedes esperar a Grand Prix 3 y Grand Prix 2 se te quedó pequeño, Perfect Grand Prix 2 es lo que necesitas. En este pack encontrarás editores, pistas, coches, etc..para que Grand Prix 2 sea aún mejor.",Estrategia,/meristation/juegos/perfect_grand_prix_2_track_pack_and_game_editor/,//as01.epimg.net/t.gif
Golf Master,30,9,GBA,"Con un sistema de juego muy simple y ligeros toques de RPG, Konami nos trae el mejor juego de golf aparecido hasta ahora en una portátil.",Deportes,/meristation/juegos/golf_master/,//as01.epimg.net/t.gif
Battle Isle: The Andosia War,9,6,PC,"Año 345 de la Nueva Era. La secta de los ""Niños de Haris"" se funda en Merth, y pretenden la disolución del sistema corrupto en Chromos y establecer una dictadura con su suma sacerdotisa al frente. La secta se dedica a producción Andosia, una misteriosa secreción. La dirección de Hallwa ve en ella una amenaza y les declara la guerra.",Estrategia,/meristation/juegos/battle_isle_the_andosia_war/,//as01.epimg.net/t.gif
Pequeños Guerreros: Laboratorio de Diseño Globotech,79,10,PC,Entra en el laboratorio de Globotech y diseña a los gorgonitas y a los soldados para después hacer que luchen entre ellos.,Estrategia,/meristation/juegos/pequenos_guerreros_laboratorio_de_diseno_globotech/,//as01.epimg.net/t.gif
Pequeños Guerreros: Squad Commander,26,3,PC,Ayuda a los Gorgonitas a detener a las tropas de Chip Hazzard en este juego inspirado en la peícula Pequeños Guerreros.,Estrategia,/meristation/juegos/pequenos_guerreros_squad_commander/,//as01.epimg.net/t.gif
People's General,23,3,PC,"Nos encontramos en Junio del 2005, China es una gran potencia mundial harta de la osada política de Taiwan y de sus demostraciones de poder. Por eso decide aplastar Taiwan y al mismo tiempo aumentar su territorio a costa de sus vecinos asiáticos y de la desmoronada Rusia.",Estrategia,/meristation/juegos/peoples_general/,//as01.epimg.net/t.gif
Rayman Advance,36,3,GBA,"Una vez más Rayman tiene que rescatar a unos seres llamados Electoons de las garras del malo de turno, eso si, contandon con la ayuda del hada Ventilla.",Plataformas,/meristation/juegos/rayman_advance/,//as01.epimg.net/t.gif
Total Air War,74,10,PC,"Total Air War es la continuación de F-22ADF. A pesar de que el motor gráfico es el mismo que el de su predecesor, las novedades en el campo de la simulación lo hacen un titulo interesante.",Simulación,/meristation/juegos/total_air_war/,//as01.epimg.net/t.gif
Dinamite Cop,7,6,DC,"Agosto de 199x, un lujoso transatlántico ha sido abordado por unos modernos y calculadores piratas, los 2000 viajeros han sido tomados como prisioneros, especialmente uno de ellos, la hija del presidente de los EU.","Acción
arcade",/meristation/juegos/dinamite_cop/,//as01.epimg.net/t.gif
Zero Zone,83,1,PC,"En un futuro bastante cercano, la sociedad se haya dividida entre las personas de origen biológico y las de origen cibernético. Como siempre hay una guerra. Sólo que esta vez las armas son un pelín... ¿cómo decirlo? Picantillas... ¿o no?",Aventura gráfica,/meristation/juegos/zero_zone/,//as01.epimg.net/t.gif
